Phrase ^ Count
saith the lord  ^ 731
abimelech the son  ^ 2
cast a piece  ^ 2
went and came  ^ 2
thee for the sword  ^ 2
for her husband  ^ 2
and bore him a son  ^ 2
displeased the lord  ^ 2
and she became his wife  ^ 2
the wife of uriah  ^ 2
and she returned unto  ^ 2
said to uriah  ^ 2
and went not  ^ 2
all the servants  ^ 2
in the sight of this  ^ 2
sun for  ^ 2
thou didst  ^ 2
thing before  ^ 2
the lord also  ^ 2
departed unto  ^ 2
was dead for  ^ 2
was yet alive  ^ 2
and the servants of david  ^ 2
exceeding many  ^ 2
flocks and herds  ^ 2
then david arose  ^ 2
thing is this  ^ 2
i said who  ^ 2
and went in unto  ^ 2
of the lord and joab  ^ 2
save one  ^ 2
so david and all  ^ 2
that was come to  ^ 2
because he did  ^ 2
this that absalom  ^ 2
and amnon said  ^ 2
thou this  ^ 2
this folly  ^ 2
no such thing  ^ 2
and i whither  ^ 2
put now  ^ 2
he is thy brother  ^ 2
regard not  ^ 2
and absalom came  ^ 2
now thy servant  ^ 2
thy servant and the king  ^ 2
go lest  ^ 2
absalom nay  ^ 2
the son of shimeah  ^ 2
of shimeah davids  ^ 2
and fled and it came to pass  ^ 2
of them left  ^ 2
for amnon  ^ 2
amnon only  ^ 2
only is dead  ^ 2
the thing to  ^ 2
but absalom fled  ^ 2
so it is  ^ 2
and jonadab said  ^ 2
fled and went  ^ 2
and went to geshur  ^ 2
man and he said  ^ 2
unto him i pray thee  ^ 2
that i may see  ^ 2
the king i pray thee  ^ 2
amnons house  ^ 2
tamar saying  ^ 2
man from  ^ 2
the kings heart  ^ 2
remember the lord  ^ 2
on the ground which  ^ 2
said i will now  ^ 2
thing unto  ^ 2
of god so  ^ 2
is my lord the king  ^ 2
therefore the lord thy god  ^ 2
now speak  ^ 2
hath spoken for  ^ 2
a wise woman  ^ 2
woman and said  ^ 2
of an angel of god  ^ 2
fell to the ground  ^ 2
and saw not  ^ 2
not the kings  ^ 2
from the sole of his foot  ^ 2
no blemish  ^ 2
him to the king  ^ 2
this manner  ^ 2
there go  ^ 2
am i come  ^ 2
behold i sent  ^ 2
and they knew not  ^ 2
and with absalom  ^ 2
with absalom  ^ 2
the hearts of the men  ^ 2
absalom and david  ^ 2
we shall not  ^ 2
from absalom  ^ 2
unto all his servants  ^ 2
his servants that  ^ 2
and the kings servants  ^ 2
and the king went forth  ^ 2
went forth and all  ^ 2
and all his household  ^ 2
ten women  ^ 2
the king to  ^ 2
to ittai  ^ 2
goest thou  ^ 2
the king for judgment  ^ 2
of what  ^ 2
the way of the gate  ^ 2
liveth surely  ^ 2
in what place  ^ 2
even there  ^ 2
and all his men  ^ 2
were with and all  ^ 2
the people passed over  ^ 2
and all the country  ^ 2
wept with a loud  ^ 2
said also unto  ^ 2
i will tarry  ^ 2
word from  ^ 2
and absalom said  ^ 2
a burden unto  ^ 2
davids friend  ^ 2
and it was so  that when any man  ^ 2
manner did  ^ 2
after forty  ^ 2
in hebron for  ^ 2
what have i to do with you ye sons  ^ 2
have i to do with you ye sons of zeruiah  ^ 2
were with him came  ^ 2
there and absalom  ^ 2
and absalom and all  ^ 2
people and all  ^ 2
and hushai said  ^ 2
the lord and this  ^ 2
thee that i may find grace  ^ 2
man then said  ^ 2
the king why  ^ 2
and pursue after  ^ 2
gathered unto  ^ 2
falleth on  ^ 2
so much as one  ^ 2
to that  ^ 2
of israel and thus  ^ 2
and thus and thus  ^ 2
zadok and to  ^ 2
and to abiathar  ^ 2
abiathar the priests  ^ 2
quickly and tell  ^ 2
lodge not  ^ 2
them and they went  ^ 2
and told king  ^ 2
was not known  ^ 2
the king only  ^ 2
and could not find  ^ 2
arose and all  ^ 2
jordan by  ^ 2
and died and was buried  ^ 2
and was buried in the sepulcher  ^ 2
jordan he  ^ 2
son whose name  ^ 2
and barzillai the gileadite  ^ 2
so all the people  ^ 2
unto thee the man  ^ 2
thee the man whom  ^ 2
and the saying pleased  ^ 2
of israel then said  ^ 2
what he  ^ 2
call now  ^ 2
if not  ^ 2
is a man of war  ^ 2
and his men that  ^ 2
joab and said  ^ 2
thee ten shekels of silver  ^ 2
shekels of silver and a  ^ 2
said unto the man  ^ 2
and ittai saying  ^ 2
against then said  ^ 2
while he was yet alive  ^ 2
then said joab  ^ 2
thus with  ^ 2
the trumpet and the people  ^ 2
and the people returned  ^ 2
the lord hath avenged  ^ 2
then said ahimaaz  ^ 2
ahimaaz the son  ^ 2
and a third part under the hand  ^ 2
another day  ^ 2
day but this  ^ 2
because the kings  ^ 2
by the way of the plain  ^ 2
unto the wall  ^ 2
running alone  ^ 2
another man running  ^ 2
to the earth upon his face  ^ 2
i saw a great  ^ 2
is the young man absalom  ^ 2
absalom safe  ^ 2
go forth for  ^ 2
here and he turned aside  ^ 2
thus he said  ^ 2
o my son absalom  ^ 2
and went up to  ^ 2
by the gate  ^ 2
gave all  ^ 2
israel and the battle  ^ 2
before the servants  ^ 2
and there was there  ^ 2
over the face  ^ 2
israel is come  ^ 2
and shimei the son  ^ 2
jordan before  ^ 2
fell down before  ^ 2
it to his heart  ^ 2
of all the house  ^ 2
but abishai the son  ^ 2
be put to death this day  ^ 2
this day in israel  ^ 2
that the king said  ^ 2
said unto him wherefore  ^ 2
any more unto  ^ 2
unto him why speakest  ^ 2
as my lord the king  ^ 2
in peace unto  ^ 2
unto his own house  ^ 2
jordan with  ^ 2
am this day fourscore  ^ 2
fourscore years  ^ 2
let thy servant i pray thee  ^ 2
him and all the people  ^ 2
answered the men  ^ 2
of the men of judah  ^ 2
of all thy servants  ^ 2
of thy sons and of thy daughters  ^ 2
and joab came  ^ 2
into the house to  ^ 2
for this day  ^ 2
and speak comfortably  ^ 2
and he delivered  ^ 2
delivered us out of the hand  ^ 2
of the cities of judah  ^ 2
of judah and the lord  ^ 2
ishbosheth sauls  ^ 2
david was  ^ 2
of ishbosheth the son  ^ 2
the one on the one side  ^ 2
of the pool  ^ 2
and the other on the other side  ^ 2
which is in gibeon  ^ 2
from following abner  ^ 2
my face to  ^ 2
him under the fifth  ^ 2
and the sun went down  ^ 2
of benjamin gathered themselves together  ^ 2
as god liveth  ^ 2
surely then  ^ 2
and joab returned  ^ 2
men died  ^ 2
the men of jabeshgilead  ^ 2
because ye have done  ^ 2
ye have done this  ^ 2
show kindness  ^ 2
me king over  ^ 2
saul is dead  ^ 2
so joab and abishai  ^ 2
and abishai his brother  ^ 2
and he that  ^ 2
he that  ^ 2
out of the highway  ^ 2
the inheritance of the lord  ^ 2
in israel thou  ^ 2
even to jerusalem  ^ 2
is not so  ^ 2
a man of mount  ^ 2
was over all  ^ 2
of ahilud was recorder  ^ 2
shut up unto  ^ 2
and the king took  ^ 2
when they were at  ^ 2
stone which  ^ 2
because he slew  ^ 2
in the days of david  ^ 2
year after  ^ 2
dropped upon  ^ 2
from the men  ^ 2
of saul and the bones  ^ 2
and the bones of jonathan  ^ 2
of jonathan his son  ^ 2
his son from  ^ 2
was entreated for the land  ^ 2
of saul and jonathan  ^ 2
which was of the sons  ^ 2
was of the sons of the giant  ^ 2
not the light  ^ 2
again a battle  ^ 2
of israel had sworn  ^ 2
sought to slay  ^ 2
that was between  ^ 2
took the two  ^ 2
the two sons  ^ 2
and he delivered them into the hands  ^ 2
of all his enemies  ^ 2
unto the lord the words  ^ 2
song in the day  ^ 2
by he bowed  ^ 2
he bowed the heavens  ^ 2
the heavens also and came down  ^ 2
also and came down and darkness  ^ 2
and darkness was under  ^ 2
was under his feet  ^ 2
his feet and he rode  ^ 2
and he rode upon  ^ 2
upon a cherub  ^ 2
a cherub and did fly  ^ 2
waters and thick clouds  ^ 2
and thick clouds of the skies  ^ 2
uttered his voice  ^ 2
at the blast of the breath  ^ 2
of the world were discovered  ^ 2
he sent from above  ^ 2
from above he took  ^ 2
he took me he drew  ^ 2
me he drew me out of many waters  ^ 2
me out of many waters he delivered  ^ 2
he delivered me from my strong enemy  ^ 2
me for they were too strong  ^ 2
for they prevented  ^ 2
they prevented me in the day  ^ 2
me in the day of my calamity  ^ 2
of my calamity but the lord  ^ 2
was my stay  ^ 2
of saul and he said  ^ 2
the lord is my rock  ^ 2
is my rock and my fortress  ^ 2
and my fortress and my deliverer  ^ 2
my stay he brought me forth  ^ 2
he brought me forth also into a large place  ^ 2
also into a large place he delivered  ^ 2
he delivered me because  ^ 2
me because he delighted  ^ 2
he delighted the lord  ^ 2
the lord rewarded  ^ 2
rewarded me according to my righteousness  ^ 2
of my hands hath he recompensed  ^ 2
hath he recompensed for  ^ 2
i have kept the ways  ^ 2
wickedly departed from my god  ^ 2
all his judgments  ^ 2
his judgments were before  ^ 2
from i was  ^ 2
i was also upright  ^ 2
with the merciful  ^ 2
the merciful thou wilt show thyself merciful  ^ 2
man thou wilt show thyself upright  ^ 2
thou wilt show thyself upright with  ^ 2
with the pure  ^ 2
the pure thou wilt show thyself pure  ^ 2
thou wilt show thyself pure and with  ^ 2
and with the froward  ^ 2
and the horn of my salvation  ^ 2
my darkness for  ^ 2
by thee i have run through a troop  ^ 2
have i leaped over a wall  ^ 2
as for god his way  ^ 2
his way is perfect  ^ 2
is perfect the word  ^ 2
of the lord is tried  ^ 2
is tried he  ^ 2
he is a buckler  ^ 2
is a buckler to all  ^ 2
who is god  ^ 2
is god save  ^ 2
save the lord  ^ 2
is a rock save  ^ 2
save our god  ^ 2
god is my strength  ^ 2
my way perfect  ^ 2
perfect he maketh  ^ 2
he maketh my feet  ^ 2
like hinds feet  and setteth  ^ 2
feet  and setteth me upon  ^ 2
me upon my high places  ^ 2
my high places he teacheth  ^ 2
he teacheth my hands  ^ 2
to war so that a bow  ^ 2
so that a bow of steel  ^ 2
of steel is broken  ^ 2
is broken by mine arms  ^ 2
by mine arms thou hast also given  ^ 2
thou hast also given me the shield  ^ 2
me the shield of thy salvation  ^ 2
and thy gentleness hath made me great  ^ 2
hath made me great thou hast enlarged  ^ 2
thou hast enlarged my steps  ^ 2
my steps under  ^ 2
did not slip  ^ 2
slip i have pursued  ^ 2
i have pursued mine enemies  ^ 2
under my feet  ^ 2
who is worthy to be praised so shall i be saved  ^ 2
so shall i be saved from mine enemies  ^ 2
my feet for thou hast girded  ^ 2
for thou hast girded me with strength  ^ 2
thou hast also given me the necks  ^ 2
me the necks of mine enemies  ^ 2
of mine enemies that i might destroy  ^ 2
that i might destroy them that hate  ^ 2
but there was none to save  ^ 2
the lord but he answered  ^ 2
but he answered them not  ^ 2
of the heathen a people  ^ 2
which i knew not  ^ 2
out of their close places the lord  ^ 2
liveth and blessed  ^ 2
and blessed be my rock  ^ 2
it is god that avengeth  ^ 2
against me thou hast delivered me from the violent man  ^ 2
of ungodly men made me afraid  ^ 2
me from the violent man therefore  ^ 2
unto thee o lord among the heathen  ^ 2
and showeth mercy  ^ 2
mercy to his anointed  ^ 2
and to his seed forevermore  ^ 2
the sorrows of hell  ^ 2
of hell compassed me about  ^ 2
compassed me about the snares  ^ 2
the snares of death  ^ 2
of death prevented  ^ 2
prevented in my distress  ^ 2
out of his temple and my cry  ^ 2
in my distress i called upon  ^ 2
the lord and cried  ^ 2
to my god  ^ 2
my voice out of his temple  ^ 2
then the earth shook  ^ 2
shook and trembled  ^ 2
and trembled the foundations  ^ 2
because he was wroth  ^ 2
he was wroth there went up  ^ 2
there went up a smoke  ^ 2
a smoke out of his nostrils  ^ 2
out of his nostrils and fire  ^ 2
and fire out of his mouth  ^ 2
out of his mouth devoured  ^ 2
devoured coals  ^ 2
coals were kindled  ^ 2
were kindled by  ^ 2
a great victory  ^ 2
unto the lord and he said  ^ 2
that i should do this  ^ 2
of the lord spoke  ^ 2
of moab he  ^ 2
man of kabzeel  ^ 2
who had done many acts he  ^ 2
igal the son  ^ 2
because they cannot  ^ 2
at one time  ^ 2
and now i beseech thee  ^ 2
go and say  ^ 2
the time appointed  ^ 2
of araunah the jebusite  ^ 2
ye the people  ^ 2
was stayed from  ^ 2
add unto  ^ 2
from the presence of the king  ^ 2
that lieth in the midst  ^ 2
and to the land  ^ 2
and twenty days  ^ 2
through all the land  ^ 2
that drew the sword  ^ 2
between the house  ^ 2
of saul and the house  ^ 2
of david but david  ^ 2
not answer  ^ 2
michal sauls  ^ 2
a league with  ^ 2
with thee but  ^ 2
deliver me  ^ 2
me my wife  ^ 2
son saying  ^ 2
in times past  ^ 2
i will save my people  ^ 2
israel out of the hand  ^ 2
spoke in the ears  ^ 2
over all that  ^ 2
i will arise and go  ^ 2
the host that  ^ 2
thy going out and thy coming in  ^ 2
knew it not  ^ 2
from david  ^ 2
he sent messengers  ^ 2
all his fathers  ^ 2
wept again  ^ 2
while it was yet day  ^ 2
understood that  ^ 2
wife these  ^ 2
of saul thy father  ^ 2
to his brethren  ^ 2
very wroth  ^ 2
son heard  ^ 2
how much more when  ^ 2
commanded his young men  ^ 2
the sons of rimmon  ^ 2
of benjamin for  ^ 2
there until  ^ 2
five years  ^ 2
lay on  ^ 2
on a bed  ^ 2
of rimmon the beerothite  ^ 2
rechab and baanah  ^ 2
and baanah his brother  ^ 2
then came all  ^ 2
israels sake  ^ 2
go up for  ^ 2
shall i go up to  ^ 2
he called the name  ^ 2
and the philistines came up  ^ 2
was thirty years  ^ 2
come in hither  ^ 2
cannot come in  ^ 2
the chosen men of israel  ^ 2
into the house of obededom  ^ 2
of the ark of god  ^ 2
into the city of david  ^ 2
and it was so  that when  ^ 2
and with the sound of the trumpet  ^ 2
of israel brought up  ^ 2
with shouting and with the sound  ^ 2
a window and saw  ^ 2
it out of the house of abinadab  ^ 2
his hand to the ark  ^ 2
of wickedness afflict  ^ 2
from all thine enemies  ^ 2
with thy fathers  ^ 2
but the ark of god  ^ 2
unto thee for thou  ^ 2
of thy servant david  ^ 2
prayer unto  ^ 2
of hosts god  ^ 2
thee for thou  ^ 2
my servant david  ^ 2
with any  ^ 2
forever and after  ^ 2
and gold that  ^ 2
of rehob king  ^ 2
and the lord preserved  ^ 2
yet any  ^ 2
of saul that i may show  ^ 2
his servant so  ^ 2
and all that dwelt  ^ 2
behold thy servant  ^ 2
unto him fear not  ^ 2
son all  ^ 2
all them that believe  ^ 2
when he shall come  ^ 2
fulfill all  ^ 2
of his goodness and  ^ 2
power that  ^ 2
may be glorified in  ^ 2
it is meet  ^ 2
brethren as  ^ 2
your patience  ^ 2
persecutions and  ^ 2
we ourselves  ^ 2
of the righteous  ^ 2
righteous judgment  ^ 2
of god that ye  ^ 2
and by our  ^ 2
for this cause god  ^ 2
that they should believe  ^ 2
in unrighteousness  ^ 2
that they all  ^ 2
chosen you  ^ 2
by word  ^ 2
word or  ^ 2
and hold  ^ 2
hope through  ^ 2
through grace  ^ 2
christ himself  ^ 2
comfort your  ^ 2
be troubled neither  ^ 2
son of perdition  ^ 2
man deceive  ^ 2
god sitteth  ^ 2
himself that  ^ 2
remember ye not  ^ 2
when i was yet  ^ 2
yet with  ^ 2
spirit of his  ^ 2
of his mouth  ^ 2
all power  ^ 2
word by  ^ 2
him not as  ^ 2
is faithful  ^ 2
we command you  ^ 2
the lord touching  ^ 2
every brother  ^ 2
tradition which  ^ 2
to follow us  ^ 2
we have not  ^ 2
to make  ^ 2
according to the promise  ^ 2
the world began but  ^ 2
ashamed for  ^ 2
i know whom  ^ 2
and am persuaded  ^ 2
he is able  ^ 2
i am not ashamed  ^ 2
thou hast heard of  ^ 2
me of whom  ^ 2
and was not  ^ 2
lord give  ^ 2
in rome  ^ 2
that without ceasing  ^ 2
to see thee  ^ 2
first in  ^ 2
i am persuaded that  ^ 2
thee also  ^ 2
hands for  ^ 2
hath not given  ^ 2
ashamed of the  ^ 2
and grace  ^ 2
before the world began  ^ 2
be strong in  ^ 2
jesus with  ^ 2
if we be dead with  ^ 2
them before the  ^ 2
word of truth  ^ 2
their word  ^ 2
his and  ^ 2
men who  ^ 2
of earth and  ^ 2
some to  ^ 2
unto honor  ^ 2
unto every  ^ 2
the acknowledging of the truth  ^ 2
of the truth and  ^ 2
christ no man  ^ 2
i say and  ^ 2
bonds but  ^ 2
will this  ^ 2
this know  ^ 2
my doctrine  ^ 2
at lystra  ^ 2
unto me at  ^ 2
at antioch  ^ 2
godly in  ^ 2
but evil  ^ 2
evil men  ^ 2
thou hast learned and  ^ 2
disobedient to parents  ^ 2
no further  ^ 2
his appearing  ^ 2
i charge  ^ 2
this present world  ^ 2
at troas  ^ 2
to his works  ^ 2
stood with me  ^ 2
that all the  ^ 2
shall deliver me  ^ 2
every evil  ^ 2
evil work  ^ 2
amen salute  ^ 2
preach the  ^ 2
do thy diligence to come  ^ 2
doctrine but  ^ 2
shall be turned unto  ^ 2
deeds which  ^ 2
follow not  ^ 2
but that which is good  ^ 2
all men  and  ^ 2
salute thee  ^ 2
thee greet  ^ 2
by name  ^ 2
to the truth  ^ 2
church but  ^ 2
stood by them  ^ 2
why stand  ^ 2
heaven then  ^ 2
the mount called  ^ 2
journey and  ^ 2
bartholomew and  ^ 2
supplication with  ^ 2
stood up in  ^ 2
this scripture  ^ 2
of this ministry  ^ 2
part of this  ^ 2
and falling  ^ 2
the reward  ^ 2
the field of blood  ^ 2
it was known  ^ 2
the dwellers  ^ 2
whom he had chosen  ^ 2
of blood for  ^ 2
dwell therein  ^ 2
the book of psalms  ^ 2
be desolate  ^ 2
us of his  ^ 2
of his resurrection  ^ 2
matthias and  ^ 2
and apostleship  ^ 2
lot fell  ^ 2
baptized with water  ^ 2
ye shall be baptized  ^ 2
shall be baptized with  ^ 2
of him saying  ^ 2
