Phrase ^ Count
saith the lord  ^ 731
and thick clouds of the skies  ^ 2
uttered his voice  ^ 2
at the blast of the breath  ^ 2
of the world were discovered  ^ 2
he sent from above  ^ 2
from above he took  ^ 2
he took me he drew  ^ 2
me he drew me out of many waters  ^ 2
me out of many waters he delivered  ^ 2
me for they were too strong  ^ 2
they were too strong for  ^ 2
for they prevented  ^ 2
they prevented me in the day  ^ 2
me in the day of my calamity  ^ 2
of my calamity but the lord  ^ 2
was my stay  ^ 2
of saul and he said  ^ 2
the lord is my rock  ^ 2
is my rock and my fortress  ^ 2
and my fortress and my deliverer  ^ 2
my stay he brought me forth  ^ 2
he brought me forth also into a large place  ^ 2
also into a large place he delivered  ^ 2
he delivered me because  ^ 2
me because he delighted  ^ 2
he delighted the lord  ^ 2
the lord rewarded  ^ 2
rewarded me according to my righteousness  ^ 2
of my hands hath he recompensed  ^ 2
hath he recompensed for  ^ 2
i have kept the ways  ^ 2
wickedly departed from my god  ^ 2
all his judgments  ^ 2
his judgments were before  ^ 2
from i was  ^ 2
i was also upright  ^ 2
with the merciful  ^ 2
the merciful thou wilt show thyself merciful  ^ 2
man thou wilt show thyself upright  ^ 2
thou wilt show thyself upright with  ^ 2
with the pure  ^ 2
the pure thou wilt show thyself pure  ^ 2
thou wilt show thyself pure and with  ^ 2
and with the froward  ^ 2
and the horn of my salvation  ^ 2
my darkness for  ^ 2
by thee i have run through a troop  ^ 2
have i leaped over a wall  ^ 2
as for god his way  ^ 2
his way is perfect  ^ 2
is perfect the word  ^ 2
of the lord is tried  ^ 2
is tried he  ^ 2
he is a buckler  ^ 2
is a buckler to all  ^ 2
who is god  ^ 2
is god save  ^ 2
save the lord  ^ 2
is a rock save  ^ 2
save our god  ^ 2
god is my strength  ^ 2
my way perfect  ^ 2
perfect he maketh  ^ 2
he maketh my feet  ^ 2
like hinds feet  and setteth  ^ 2
feet  and setteth me upon  ^ 2
me upon my high places  ^ 2
my high places he teacheth  ^ 2
he teacheth my hands  ^ 2
to war so that a bow  ^ 2
so that a bow of steel  ^ 2
of steel is broken  ^ 2
is broken by mine arms  ^ 2
by mine arms thou hast also given  ^ 2
thou hast also given me the shield  ^ 2
me the shield of thy salvation  ^ 2
and thy gentleness hath made me great  ^ 2
hath made me great thou hast enlarged  ^ 2
thou hast enlarged my steps  ^ 2
my steps under  ^ 2
did not slip  ^ 2
slip i have pursued  ^ 2
i have pursued mine enemies  ^ 2
under my feet  ^ 2
who is worthy to be praised so shall i be saved  ^ 2
my feet for thou hast girded  ^ 2
for thou hast girded me with strength  ^ 2
thou hast also given me the necks  ^ 2
me the necks of mine enemies  ^ 2
of mine enemies that i might destroy  ^ 2
that i might destroy them that hate  ^ 2
but there was none to save  ^ 2
the lord but he answered  ^ 2
but he answered them not  ^ 2
of the heathen a people  ^ 2
which i knew not  ^ 2
liveth and blessed  ^ 2
and blessed be my rock  ^ 2
it is god that avengeth  ^ 2
of ungodly men made me afraid  ^ 2
unto thee o lord among the heathen  ^ 2
and showeth mercy  ^ 2
mercy to his anointed  ^ 2
and to his seed forevermore  ^ 2
the sorrows of hell  ^ 2
of hell compassed me about  ^ 2
compassed me about the snares  ^ 2
the snares of death  ^ 2
of death prevented  ^ 2
prevented in my distress  ^ 2
out of his temple and my cry  ^ 2
in my distress i called upon  ^ 2
the lord and cried  ^ 2
to my god  ^ 2
my voice out of his temple  ^ 2
then the earth shook  ^ 2
shook and trembled  ^ 2
and trembled the foundations  ^ 2
because he was wroth  ^ 2
he was wroth there went up  ^ 2
there went up a smoke  ^ 2
a smoke out of his nostrils  ^ 2
out of his nostrils and fire  ^ 2
and fire out of his mouth  ^ 2
out of his mouth devoured  ^ 2
devoured coals  ^ 2
coals were kindled  ^ 2
were kindled by  ^ 2
a great victory  ^ 2
unto the lord and he said  ^ 2
and he lifted up  ^ 2
of the lord spoke  ^ 2
of moab he  ^ 2
igal the son  ^ 2
because they cannot  ^ 2
at one time  ^ 2
and now i beseech thee  ^ 2
go and say  ^ 2
the time appointed  ^ 2
of araunah the jebusite  ^ 2
ye the people  ^ 2
unto the lord my god  ^ 2
was stayed from  ^ 2
add unto  ^ 2
from the presence of the king  ^ 2
that lieth in the midst  ^ 2
and to the land  ^ 2
and twenty days  ^ 2
through all the land  ^ 2
that drew the sword  ^ 2
between the house  ^ 2
of saul and the house  ^ 2
of david but david  ^ 2
not answer  ^ 2
michal sauls  ^ 2
a league with  ^ 2
with thee but  ^ 2
deliver me  ^ 2
me my wife  ^ 2
son saying  ^ 2
with the elders  ^ 2
i will save my people  ^ 2
israel out of the hand  ^ 2
spoke in the ears  ^ 2
over all that  ^ 2
i will arise and go  ^ 2
the host that  ^ 2
thy going out and thy coming in  ^ 2
knew it not  ^ 2
from david  ^ 2
he sent messengers  ^ 2
on the head  ^ 2
all his fathers  ^ 2
wept again  ^ 2
while it was yet day  ^ 2
understood that  ^ 2
wife these  ^ 2
of saul thy father  ^ 2
to his brethren  ^ 2
very wroth  ^ 2
for the words  ^ 2
son heard  ^ 2
how much more when  ^ 2
commanded his young men  ^ 2
the sons of rimmon  ^ 2
of benjamin for  ^ 2
there until  ^ 2
five years  ^ 2
lay on  ^ 2
on a bed  ^ 2
of rimmon the beerothite  ^ 2
rechab and baanah  ^ 2
and baanah his brother  ^ 2
then came all  ^ 2
israels sake  ^ 2
go up for  ^ 2
shall i go up to  ^ 2
he called the name  ^ 2
and the philistines came up  ^ 2
was thirty years  ^ 2
the blind and the lame  ^ 2
come in hither  ^ 2
the chosen men of israel  ^ 2
into the city of david  ^ 2
and it was so  that when  ^ 2
and with the sound of the trumpet  ^ 2
of israel brought up  ^ 2
with shouting and with the sound  ^ 2
a window and saw  ^ 2
by the name of the lord  ^ 2
it out of the house of abinadab  ^ 2
of wickedness afflict  ^ 2
from all thine enemies  ^ 2
the time that  ^ 2
with thy fathers  ^ 2
unto thee for thou  ^ 2
prayer unto  ^ 2
of hosts god  ^ 2
my servant david  ^ 2
with any  ^ 2
forever and after  ^ 2
and gold that  ^ 2
of rehob king  ^ 2
and the lord preserved  ^ 2
yet any  ^ 2
of saul that i may show  ^ 2
his servant so  ^ 2
behold thy servant  ^ 2
son all  ^ 2
all them that believe  ^ 2
when he shall come  ^ 2
fulfill all  ^ 2
power that  ^ 2
may be glorified in  ^ 2
it is meet  ^ 2
brethren as  ^ 2
your patience  ^ 2
persecutions and  ^ 2
we ourselves  ^ 2
of the righteous  ^ 2
righteous judgment  ^ 2
of god that ye  ^ 2
and for this cause  ^ 2
for this cause god  ^ 2
that they should believe  ^ 2
in unrighteousness  ^ 2
that they all  ^ 2
chosen you  ^ 2
by word  ^ 2
word or  ^ 2
and hold  ^ 2
hope through  ^ 2
through grace  ^ 2
christ himself  ^ 2
comfort your  ^ 2
that ye be not  ^ 2
be troubled neither  ^ 2
son of perdition  ^ 2
man deceive  ^ 2
god sitteth  ^ 2
himself that  ^ 2
remember ye not  ^ 2
when i was yet  ^ 2
yet with  ^ 2
i told you  ^ 2
spirit of his  ^ 2
all power  ^ 2
with him that  ^ 2
word by  ^ 2
him not as  ^ 2
is faithful  ^ 2
we command you  ^ 2
the lord touching  ^ 2
every brother  ^ 2
tradition which  ^ 2
the name of our  ^ 2
to follow us  ^ 2
we have not  ^ 2
to make  ^ 2
according to the promise  ^ 2
the world began but  ^ 2
ashamed for  ^ 2
and am persuaded  ^ 2
he is able  ^ 2
i am not ashamed  ^ 2
thou hast heard of  ^ 2
me of whom  ^ 2
and was not  ^ 2
lord give  ^ 2
in rome  ^ 2
that without ceasing  ^ 2
to see thee  ^ 2
first in  ^ 2
i am persuaded that  ^ 2
thee also  ^ 2
hands for  ^ 2
hath not given  ^ 2
ashamed of the  ^ 2
and grace  ^ 2
before the world began  ^ 2
be strong in  ^ 2
jesus with  ^ 2
them before the  ^ 2
word of truth  ^ 2
their word  ^ 2
his and  ^ 2
men who  ^ 2
of earth and  ^ 2
some to  ^ 2
unto honor  ^ 2
unto every  ^ 2
the acknowledging of the truth  ^ 2
christ no man  ^ 2
i say and  ^ 2
bonds but  ^ 2
will this  ^ 2
this know  ^ 2
my doctrine  ^ 2
at lystra  ^ 2
came unto me  ^ 2
unto me at  ^ 2
at antioch  ^ 2
godly in  ^ 2
but evil  ^ 2
evil men  ^ 2
thou hast learned and  ^ 2
disobedient to parents  ^ 2
no further  ^ 2
his appearing  ^ 2
i charge  ^ 2
this present world  ^ 2
to me for  ^ 2
at troas  ^ 2
to his works  ^ 2
stood with me  ^ 2
that all the  ^ 2
shall deliver me  ^ 2
every evil  ^ 2
evil work  ^ 2
amen salute  ^ 2
preach the  ^ 2
do thy diligence to come  ^ 2
their own lusts  ^ 2
doctrine but  ^ 2
shall be turned unto  ^ 2
of righteousness which  ^ 2
them out of the  ^ 2
deeds which  ^ 2
follow not  ^ 2
all men  and  ^ 2
salute thee  ^ 2
thee greet  ^ 2
by name  ^ 2
to the truth  ^ 2
church but  ^ 2
men stood by  ^ 2
stood by them  ^ 2
why stand  ^ 2
heaven then  ^ 2
journey and  ^ 2
bartholomew and  ^ 2
supplication with  ^ 2
and said the  ^ 2
stood up in  ^ 2
this scripture  ^ 2
of this ministry  ^ 2
part of this  ^ 2
and falling  ^ 2
the reward  ^ 2
the field of blood  ^ 2
it was known  ^ 2
the dwellers  ^ 2
whom he had chosen  ^ 2
of blood for  ^ 2
dwell therein  ^ 2
the book of psalms  ^ 2
be desolate  ^ 2
of his resurrection  ^ 2
matthias and  ^ 2
and apostleship  ^ 2
he was numbered with  ^ 2
lot fell  ^ 2
baptized with water  ^ 2
ye shall be baptized  ^ 2
shall be baptized with  ^ 2
of him saying  ^ 2
to israel and  ^ 2
hath put in  ^ 2
and when he had spoken  ^ 2
of the band  ^ 2
was a certain  ^ 2
as it had been a great  ^ 2
a great sheet  ^ 2
corners and  ^ 2
and let down  ^ 2
heaven opened  ^ 2
a certain vessel  ^ 2
creeping things and  ^ 2
and fowls  ^ 2
and wild beasts  ^ 2
kill and  ^ 2
not so lord  ^ 2
unclean and  ^ 2
god hath cleansed  ^ 2
hath cleansed that call not thou common  ^ 2
spake unto him  ^ 2
men which were sent  ^ 2
from cornelius  ^ 2
while peter  ^ 2
himself what  ^ 2
spirit said  ^ 2
i have sent  ^ 2
cause wherefore  ^ 2
said cornelius  ^ 2
certain brethren  ^ 2
waited for them  ^ 2
kinsmen and  ^ 2
they entered into  ^ 2
and cornelius  ^ 2
friends and  ^ 2
and fell down at  ^ 2
or come unto  ^ 2
common or  ^ 2
therefore came  ^ 2
for what intent  ^ 2
an angel of god  ^ 2
at the ninth  ^ 2
clothing and  ^ 2
thy prayer  ^ 2
prayer is heard  ^ 2
is heard and  ^ 2
surname is peter  ^ 2
peter he  ^ 2
by the sea side  ^ 2
whose surname is  ^ 2
and said of  ^ 2
is accepted  ^ 2
every nation  ^ 2
and worketh  ^ 2
lord of all  ^ 2
galilee after  ^ 2
how god  ^ 2
and hanged on  ^ 2
a tree him  ^ 2
did eat and  ^ 2
rose from  ^ 2
it is he  ^ 2
ghost fell  ^ 2
for they heard  ^ 2
have received the  ^ 2
which have received  ^ 2
he commanded them  ^ 2
now send  ^ 2
send men  ^ 2
and call for  ^ 2
shall tell thee  ^ 2
thou oughtest  ^ 2
simon a tanner  ^ 2
house is  ^ 2
angel which spake  ^ 2
peter went up  ^ 2
from caesarea  ^ 2
and we entered  ^ 2
we entered into  ^ 2
and he showed  ^ 2
how he had seen  ^ 2
shall be saved and  ^ 2
at the beginning  ^ 2
then remembered  ^ 2
he did unto us  ^ 2
forasmuch then  ^ 2
hath god  ^ 2
they heard these things  ^ 2
saying then  ^ 2
phoenicia and  ^ 2
and antioch  ^ 2
when peter  ^ 2
when they were come to  ^ 2
the grecians  ^ 2
them were  ^ 2
and the hand  ^ 2
the ears  ^ 2
and had seen  ^ 2
barnabas to  ^ 2
to tarsus  ^ 2
and when he had found  ^ 2
when he had found him  ^ 2
unto antioch  ^ 2
days came  ^ 2
named agabus  ^ 2
unto the brethren  ^ 2
it to the  ^ 2
praying and  ^ 2
in a trance  ^ 2
mouth but  ^ 2
me again  ^ 2
now about  ^ 2
time herod  ^ 2
forthwith the  ^ 2
angel departed  ^ 2
me out of  ^ 2
out of the hand  ^ 2
and when peter  ^ 2
of herod and  ^ 2
people of the  ^ 2
himself he said  ^ 2
and as peter  ^ 2
even so then  ^ 2
said they  ^ 2
it is his  ^ 2
angel but  ^ 2
and when they had opened  ^ 2
he departed and went  ^ 2
day there was  ^ 2
small stir  ^ 2
of peter and  ^ 2
and he went down  ^ 2
and when herod  ^ 2
in royal apparel  ^ 2
of a man and  ^ 2
smote him  ^ 2
and multiplied  ^ 2
them john whose surname was  ^ 2
then were  ^ 2
pleased the  ^ 2
prison but  ^ 2
with two chains  ^ 2
kept the  ^ 2
when herod  ^ 2
so he did  ^ 2
he did and  ^ 2
and bind  ^ 2
wist not  ^ 2
and teachers  ^ 2
and simeon  ^ 2
now there were  ^ 2
and lucius  ^ 2
there were in  ^ 2
immediately there fell  ^ 2
behold the hand  ^ 2
the deputy  ^ 2
departing from  ^ 2
loosed from  ^ 2
but when they  ^ 2
and sat down and  ^ 2
of exhortation for  ^ 2
and ye that fear  ^ 2
ye that fear god  ^ 2
stood up and  ^ 2
and exalted  ^ 2
people when  ^ 2
seven nations  ^ 2
ghost said  ^ 2
they ministered  ^ 2
four hundred and  ^ 2
and fifty  ^ 2
by the space of forty years  ^ 2
a king and  ^ 2
gave unto them  ^ 2
i have found david  ^ 2
heart which  ^ 2
my will  ^ 2
am i  ^ 2
behold there cometh  ^ 2
me whose  ^ 2
as john  ^ 2
is the word  ^ 2
voices of the  ^ 2
every sabbath day  ^ 2
their rulers  ^ 2
them and when  ^ 2
god raised  ^ 2
raised him  ^ 2
are his  ^ 2
his witnesses  ^ 2
son this day  ^ 2
i will give you  ^ 2
mercies of david  ^ 2
holy one to see  ^ 2
thine holy one  ^ 2
corruption for  ^ 2
corruption but  ^ 2
he whom god  ^ 2
it known unto you  ^ 2
prophets behold  ^ 2
believe though  ^ 2
were gone out of  ^ 2
followed paul  ^ 2
those things which were spoken by  ^ 2
by paul  ^ 2
but seeing  ^ 2
and judge  ^ 2
necessary that the  ^ 2
for salvation  ^ 2
lord commanded  ^ 2
commanded us  ^ 2
when the gentiles  ^ 2
the region  ^ 2
and raised  ^ 2
persecution against  ^ 2
jews stirred up  ^ 2
stirred up the  ^ 2
shook off the  ^ 2
with joy and  ^ 2
a prudent man  ^ 2
synagogue of the  ^ 2
that a great  ^ 2
said with a loud  ^ 2
saw what  ^ 2
before their  ^ 2
which when the  ^ 2
crying out and  ^ 2
saying sirs  ^ 2
that are therein  ^ 2
also are  ^ 2
and gladness  ^ 2
persuaded the  ^ 2
and iconium  ^ 2
with barnabas  ^ 2
derbe and  ^ 2
the souls  ^ 2
pamphylia and  ^ 2
had done with  ^ 2
long time  ^ 2
and part  ^ 2
part with  ^ 2
city was divided  ^ 2
and there sat  ^ 2
after the manner  ^ 2
disciples which  ^ 2
god had wrought  ^ 2
had wrought among  ^ 2
hearken unto me  ^ 2
saying men  ^ 2
whom my  ^ 2
certain other  ^ 2
other of  ^ 2
about this  ^ 2
and from things strangled  ^ 2
from things strangled and  ^ 2
to send chosen  ^ 2
men among  ^ 2
which are of  ^ 2
the gentiles in  ^ 2
with our  ^ 2
their lives  ^ 2
tell you the  ^ 2
to the holy  ^ 2
from blood and  ^ 2
question and  ^ 2
the epistle  ^ 2
so when they  ^ 2
many words  ^ 2
they do and  ^ 2
and sailed unto  ^ 2
them that they  ^ 2
sect of the  ^ 2
them men  ^ 2
between us  ^ 2
disciple was  ^ 2
came he to  ^ 2
behold a certain  ^ 2
he had seen the  ^ 2
unto them therefore  ^ 2
and we were  ^ 2
we were in  ^ 2
unto the women  ^ 2
heart the  ^ 2
woman named  ^ 2
me to be  ^ 2
us which  ^ 2
men are  ^ 2
which show  ^ 2
and us  ^ 2
to come out of  ^ 2
and he came out  ^ 2
this did  ^ 2
the marketplace  ^ 2
being romans  ^ 2
customs which  ^ 2
the inner  ^ 2
heard them  ^ 2
suddenly there was  ^ 2
the foundations  ^ 2
foundations of the  ^ 2
prison doors  ^ 2
we are all  ^ 2
was a greek  ^ 2
them out  ^ 2
and was baptized  ^ 2
he took them  ^ 2
straightway and  ^ 2
the sergeants  ^ 2
saying to  ^ 2
told these  ^ 2
which were at  ^ 2
were at jerusalem  ^ 2
and when they had seen  ^ 2
they went out of  ^ 2
and increased  ^ 2
to preach the  ^ 2
phrygia and  ^ 2
troas and  ^ 2
and help us  ^ 2
a vision appeared  ^ 2
to paul in  ^ 2
there stood a man  ^ 2
they let them go and  ^ 2
sent away paul  ^ 2
were so  ^ 2
in thessalonica  ^ 2
them believed  ^ 2
believed also  ^ 2
a few but  ^ 2
abode there  ^ 2
with the jews  ^ 2
what this  ^ 2
new doctrine  ^ 2
and brought him unto  ^ 2
what these things  ^ 2
paul stood  ^ 2
worship him  ^ 2
i unto you  ^ 2
dwelleth not  ^ 2
in temples  ^ 2
temples made with hands  ^ 2
and hath made  ^ 2
one of us  ^ 2
if haply  ^ 2
world in  ^ 2
again of  ^ 2
paul departed  ^ 2
and a woman  ^ 2
of the chief  ^ 2
also whom  ^ 2
another king  ^ 2
when they heard these things  ^ 2
of the other  ^ 2
them after  ^ 2
am with  ^ 2
teaching the  ^ 2
and names  ^ 2
the chief ruler of the synagogue  ^ 2
priscilla and  ^ 2
come from  ^ 2
all jews  ^ 2
to depart from  ^ 2
jew named  ^ 2
at caesarea  ^ 2
saluted the  ^ 2
this man was  ^ 2
way of the  ^ 2
the jews and  ^ 2
were come from  ^ 2
i am clean  ^ 2
god whose  ^ 2
jesus both  ^ 2
so that from  ^ 2
out of them  ^ 2
evil spirit  ^ 2
and said jesus  ^ 2
i know and  ^ 2
greeks also  ^ 2
and showed  ^ 2
and prevailed  ^ 2
purposed in  ^ 2
timothy and  ^ 2
for a season and  ^ 2
for a certain  ^ 2
that they be  ^ 2
no gods  ^ 2
great goddess  ^ 2
goddess diana  ^ 2
only this  ^ 2
great is diana  ^ 2
is diana of the ephesians  ^ 2
full of wrath  ^ 2
of wrath and  ^ 2
saying great  ^ 2
of the ephesians and  ^ 2
the theater  ^ 2
suffered him  ^ 2
desiring him that he would not  ^ 2
himself into  ^ 2
his friends  ^ 2
the more part  ^ 2
the assembly  ^ 2
he was a jew  ^ 2
